Headline,Body ID,Stance
"Drone attacks make more harm",91151,unrelated
"College free for everyone",93137,unrelated
"Not to tip",92092,unrelated
"Comment sections have failed",93502,unrelated
"Technological innovation is creating better worlds",93507,unrelated
"Extreme parenting is counterproductive",91904,discuss
"Queen Elizabeth II should not step down",92305,unrelated
"New York's bike lanes are not working",93339,unrelated
"Medicare doesn't need to be reformed",91138,unrelated
"Companies can be trusted",92679,unrelated
"Police is reacting to dangers",90481,unrelated
"Voting should be mandatory",91452,unrelated
"Former colonial powers should not pay reparations",92594,unrelated
"Amazon will kill off publishers",90257,agree
"Extreme parenting is counterproductive",91889,discuss
"We do not need more advice about eating well",92640,unrelated
"Machines are gaining the upper hand on humans",91617,unrelated
"Colleges do not need humanities programs",90776,unrelated
"Farm subsidies do not protect national security",90709,unrelated
"The U.S. should not work with Assad to fight ISIS",91348,disagree
"Fees are necessary",91315,disagree
"No, the laws should not be toughened",91362,unrelated
"Public preschool is a smart investment",90329,agree
"Government should not regulate airline industry again",91922,unrelated
"Non-Muslims help women by wearing hijabs",92331,unrelated
"The Atlantic coast should be opened to drilling",93286,unrelated
"Mother Teresa should be canonized",92374,unrelated
"Open office layout should be reconsidered",91434,unrelated
"Women should delay motherhood",92688,unrelated
"Christians have created a harmful atmosphere for gays",93022,disagree
"We should manipulate our dreams",93836,agree
"Wal-Mart can make us healthier",91568,agree
"Police is reacting to dangers",90384,unrelated
"Marijuana is a gateway drug",92717,unrelated
"Big banks are not out of control",93354,unrelated
"No, it can't denounce",92578,disagree
"Felons should be allowed to vote",94203,agree
"Home-schoolers should not play for high school teams",91228,unrelated
"Not to tip",92113,unrelated
"Hamas-Fatah unity can lead to mideast peace",92930,unrelated
"Non-Muslims help women by wearing hijabs",92789,unrelated
"Europe should not shun refugees",91553,unrelated
"Online classes are not the best way to teach",92757,unrelated
"Greece will destroy the Euro Zone",94194,unrelated
"Non-Muslims help women by wearing hijabs",92169,discuss
"It is fair to rate professors online",94007,agree
"Felons should be allowed to vote",94197,agree
"Women should delay motherhood",92736,unrelated
"Voting should be a constitutional right",94166,unrelated
"Home schoolers deserve a tax break",91579,unrelated
"TFA has not raised the status of teachers",92606,unrelated
"Christians have created a harmful atmosphere for gays",90723,unrelated
"Christians have created a harmful atmosphere for gays",91199,unrelated
"Guns should be permitted on college campuses",92426,unrelated
"Vaccination should be mandatory for all children",92451,unrelated
"Obamacare is not working",92911,unrelated
"Christians have created a harmful atmosphere for gays",94290,unrelated
"Miss America is bad for women",92981,unrelated
"Farms could survive without illegal labor",91418,unrelated
"Salt should have a place at the table",91437,discuss
"Colleges do not need humanities programs",94084,disagree
"Obamacare is not working",92969,unrelated
"Greece will destroy the Euro Zone",93010,unrelated
"Sport leagues should enjoy nonprofit status",90479,unrelated
"Casinos are not too much of a gamble",92946,disagree
"Big banks are not out of control",91134,disagree
"Extreme parenting is counterproductive",90518,unrelated
"Europe should not shun refugees",92367,unrelated
"The new apps is a way for people to get into popular restaurants",91207,unrelated
"California doesn't need high-speed rail",93807,agree
"Voting should be mandatory",92813,disagree
"High school should last six years",93312,unrelated
"Europe should not shun refugees",93328,unrelated
"Royal Couple could be a modern family",90127,discuss
"Supporting Israel helps",93190,unrelated
"Helping condo developers help the city",90276,disagree
"Medicare doesn't need to be reformed",90324,unrelated
"Opioid training should be mandatory",92684,unrelated
"Supporting Israel helps",93572,unrelated
"Supporting Israel helps",90898,unrelated
"New York's bike lanes are not working",90204,unrelated
"All immigrants should get ID cards",93789,disagree
"Marijuana is a gateway drug",91813,unrelated
"Schoold day should be longer",90209,unrelated
"Extreme parenting is counterproductive",91413,unrelated
"Europe should not shun refugees",93252,unrelated
"Salt should have a place at the table",90353,unrelated
"Nations should not recognize a Palestinian state",90921,unrelated
"Obamacare is not sustainable",94258,unrelated
"Same-sex colleges are outdated",94251,unrelated
"Unpaid intenship exploit college students",90642,unrelated
"Businesses should be allowed to have new employees sign noncompete deals",92472,unrelated
"Christians have created a harmful atmosphere for gays",92312,unrelated
"Public universities are neglecting in-state students",92932,agree
"Non-Muslims help women by wearing hijabs",92179,discuss
"Colleges do not need humanities programs",90902,unrelated
"Do not stop taxing capital gains",90042,unrelated
"Royal Couple could be a modern family",91883,unrelated
"Research papers are a useful excercise for college students",90510,unrelated
"Sport leagues should enjoy nonprofit status",93607,disagree
"Farms could survive without illegal labor",93723,agree
"Businesses should be allowed to have new employees sign noncompete deals",91132,unrelated
"Privatization is a bad deal for cities and states",91903,unrelated
"Vaccination should be mandatory for all children",91254,agree
"Women should delay motherhood",92817,unrelated
"Home schoolers deserve a tax break",90495,unrelated
"Voting should be mandatory",93974,unrelated
"Democracies should have monarchs",90593,unrelated
"Comment sections have failed",92631,unrelated
"Farm subsidies do not protect national security",92222,unrelated
"Immigration is not really a problem",91074,agree
"Economists are not overrated",90582,unrelated
"Euro bonds can save the Union",92714,discuss
"Obamacare is not working",92286,unrelated
"Christians have created a harmful atmosphere for gays",91825,unrelated
"It should be illegal to declaw your cat",92118,unrelated
"Farm subsidies do not protect national security",93906,agree
"Teachers do not need to have experience",93444,disagree
"Drug addicts should be forced into treatment",94299,unrelated
"Vaccination should be mandatory for all children",91224,agree
"Vaccination should be mandatory for all children",90011,unrelated
"No, it can't denounce",92593,disagree
"Teachers do not need to have experience",90676,unrelated
"Sport leagues should enjoy nonprofit status",93027,unrelated
"Not to tip",91804,unrelated
"We don't need the C.I.A.",90589,agree
"Non-Muslims help women by wearing hijabs",92879,unrelated
"It is fair to rate professors online",93602,unrelated
"Colleges do not need humanities programs",90349,unrelated
"The new apps is a way for people to get into popular restaurants",93120,unrelated
"Prostituion is safer when it's legal",93569,unrelated
"Electric cars will not succeed",92931,unrelated
"Public universities are neglecting in-state students",92653,unrelated
"Farms could survive without illegal labor",93717,discuss
"The bar is not too low to get into law school",93126,unrelated
"Marijuana is a gateway drug",92257,unrelated
"It is fair to rate professors online",93649,unrelated
"The world is becoming safer",93515,unrelated
"Voting should be a constitutional right",94063,unrelated
"We should disband NATO",92793,agree
"Felons should be allowed to vote",93720,unrelated
"Supporting Israel helps",91768,disagree
"Border is not secure enough",93753,unrelated
"College should be free",91305,unrelated
"Vaccination should be mandatory for all children",91377,unrelated
"Beachfront homes should have to open their land to the public",90997,disagree
"Modern men are manly enough",90216,unrelated
"Greece will destroy the Euro Zone",92813,unrelated
"Guns should be permitted on college campuses",93874,unrelated
"No, the laws should not be toughened",93971,unrelated
"Obamacare is not working",91141,discuss
"Modern men are manly enough",91023,agree
"Miss America is bad for women",93640,unrelated
"Kurds are allies in SyriaAllies",90445,unrelated
"Strictly enforcing minor violations deter more serious crime",93130,unrelated
"Farm subsidies do not protect national security",90193,unrelated
"Supporting Israel helps",91359,unrelated
"US should attack Syria",92055,unrelated
"Queen Elizabeth II should not step down",92456,agree
"Women should delay motherhood",91012,unrelated
"The U.S. should lift sanctions with Cuba",94228,unrelated
"Companies can be trusted",90979,unrelated
"New York's bike lanes are not working",91782,unrelated
"Dual citizenship should be allowed",92539,unrelated
"Students should be taught cursive",93134,agree
"Home schoolers deserve a tax break",94347,discuss
"Electric cars will not succeed",93943,unrelated
"Extreme parenting is counterproductive",90082,unrelated
"Greece's anti-austerity government can succeed",92161,unrelated
"Supporting Israel helps",93890,unrelated
"The Atlantic coast should be opened to drilling",91094,disagree
"Farms could survive without illegal labor",91526,unrelated
"Nations should not recognize a Palestinian state",91363,unrelated
"Colorado didn't go too far with pot",90350,unrelated
"Fees are necessary",91324,disagree
"Home schoolers deserve a tax break",92955,unrelated
"California doesn't need high-speed rail",91985,unrelated
"Pollings do no undermine democracy",90781,unrelated
"Legislation should not protect obese",90976,unrelated
"Government should grade colleges",93147,disagree
"Do not restrict use of the word 'natural' on food labels",91828,unrelated
"Veganism is good for everyone",91852,unrelated
"Christians have created a harmful atmosphere for gays",91505,unrelated
"'Starchitects' are not ruining cities",92116,unrelated
"Modern men are manly enough",91025,discuss
"Medicare doesn't need to be reformed",93219,unrelated
"Women should delay motherhood",90945,unrelated
"School librarians are expendable",93926,unrelated
"The U.S. should not work with Assad to fight ISIS",91176,unrelated
"Affirmative actions should be based on income",93770,unrelated
"Tenure protects bad teachers",93531,unrelated
"Comment sections have failed",92909,unrelated
"Computer-generated imagery is enhancing cinema",92919,unrelated
"Felons should be allowed to vote",91910,unrelated
"Prostituion is safer when it's legal",90835,discuss
"No, it can't denounce",93933,unrelated
"Comment sections have failed",90621,unrelated
"Veganism is good for everyone",90096,discuss
"Sport leagues should enjoy nonprofit status",90527,unrelated
"Supporting Israel helps",90798,unrelated
"Unpaid intenship exploit college students",92213,unrelated
"Marijuana is a gateway drug",92422,unrelated
"No, it can't denounce",92640,disagree
"Guns should be permitted on college campuses",91097,unrelated
"Online classes are not the best way to teach",91995,agree
"Extreme parenting is counterproductive",91164,unrelated
"Speech can be limited for public workers",90293,unrelated
"School librarians are expendable",90242,unrelated
"Non-Muslims help women by wearing hijabs",93052,unrelated
"Home-schoolers should not play for high school teams",90416,unrelated
"Former colonial powers should not pay reparations",92157,unrelated
"No, it can't denounce",91731,unrelated
"Online classes are not the best way to teach",94380,unrelated
"Overcrowded national parks should have restricted access",91712,unrelated
"People are getting dumber",90354,unrelated
"People are getting dumber",91293,unrelated
"Comment sections have failed",93014,unrelated
"Parents should control what kids learn at school",93144,unrelated
"Schoold day should be longer",93495,disagree
"Women should delay motherhood",91296,unrelated
"California doesn't need high-speed rail",92992,unrelated
"Parents' religious beliefs should allow them to refuse medical care for their children",91628,unrelated
"Businesses should be allowed to have new employees sign noncompete deals",91817,unrelated
"Iran doesn't remain a threat",93286,unrelated
"Affirmative actions should be based on income",91486,unrelated
"No, it can't denounce",93086,unrelated
"Public universities are neglecting in-state students",92919,discuss
"Do not stop taxing capital gains",91028,unrelated
"No, it can't denounce",92282,unrelated
"We should disband NATO",93184,unrelated
"Women should be encouraged to have kids at home",91191,unrelated
"Greece should abandon Euro",93638,unrelated
"It is fair to rate professors online",91927,unrelated
"TFA has not raised the status of teachers",90932,unrelated
"No, it can't denounce",92767,unrelated
"Companies can be trusted",94192,unrelated
"Medical websites are dangerous",90347,unrelated
"Affirmative actions should be based on income",91643,unrelated
"Modern men are manly enough",91035,agree
"No, it can't denounce",92652,disagree
"Government should grade colleges",93164,disagree
"We don't need libraries",94088,unrelated
"Foreign language classes should be mandatory in college",91272,unrelated
"No, it can't denounce",93236,unrelated
"Wal-Mart can make us healthier",90933,unrelated
"State citizenship is not the answer to immigration reform",93362,unrelated
"Parents' religious beliefs should allow them to refuse medical care for their children",93863,discuss
"No, it can't denounce",93335,unrelated
"Supporting Israel helps",94251,unrelated
"Miss America is bad for women",91643,disagree
"Home schoolers deserve a tax break",91063,unrelated
"Farms could survive without illegal labor",93711,agree
"No, it can't denounce",93033,unrelated
"Greece's anti-austerity government can succeed",93205,unrelated
"Businesses should be allowed to have new employees sign noncompete deals",91733,unrelated
"Guns should be permitted on college campuses",93858,unrelated
"Machines are gaining the upper hand on humans",91005,unrelated
"Home schoolers deserve a tax break",91192,unrelated
"Guns should be permitted on college campuses",93348,unrelated
"Nations should not recognize a Palestinian state",91695,agree
"No, it can't denounce",92300,unrelated
"Home schoolers deserve a tax break",94382,disagree
"Guns should be permitted on college campuses",94148,unrelated
"Do not stop taxing capital gains",91859,disagree
"Overcrowding is a legitimate threat",92716,unrelated
"Police is reacting to dangers",91194,unrelated
"Comment sections have failed",92334,disagree
"Nuclear power is not the answer to climate change",92907,agree
"Greece's anti-austerity government can succeed",93052,unrelated
"College students' votes do matter in an election",90167,unrelated
"We should manipulate our dreams",93829,discuss
"Foreign language classes should be mandatory in college",90022,unrelated
"Privatization is a bad deal for cities and states",90560,unrelated
"Colleges do not need humanities programs",91275,unrelated
"Opioid training should be mandatory",93560,agree
"Veganism is good for everyone",90092,disagree
"Tenure protects bad teachers",92688,discuss
"It is harder to be a celebrity now",93820,agree
"Rim should be raised",93510,unrelated
"Drone attacks make more harm",93335,discuss
"Police officers should be required to wear cameras",90359,agree
"Border is not secure enough",91597,unrelated
"Prostituion is safer when it's legal",91916,unrelated
"Supporting Israel helps",91776,agree
"Wal-Mart can make us healthier",91054,unrelated
"Europe should not shun refugees",94434,unrelated
"Companies can be trusted",93585,unrelated
"Colorado didn't go too far with pot",94181,agree
"Europe should not shun refugees",91274,unrelated
"Parents should control what kids learn at school",90954,disagree
"Tenure protects bad teachers",92494,unrelated
"Comment sections have failed",92815,unrelated
"Supporting Israel helps",91998,unrelated
"Do not legitimize Frisbee",92039,agree
"Farm subsidies do not protect national security",91272,unrelated
"Christians have created a harmful atmosphere for gays",93105,agree
"Do not stop taxing capital gains",90040,unrelated
"Greece's anti-austerity government can succeed",94177,unrelated
"School librarians are expendable",91607,unrelated
"Comment sections have failed",91282,unrelated
"Companies can be trusted",91841,unrelated
"Tenure protects bad teachers",93896,unrelated
"Do not stop taxing capital gains",91382,unrelated
"Obamacare is not working",90996,unrelated
"We don't need libraries",91296,agree
"No, it can't denounce",90438,unrelated
"Opioid training should be mandatory",91446,unrelated
"Do not restrict use of the word 'natural' on food labels",91117,unrelated
"Non-Muslims help women by wearing hijabs",93121,unrelated
"Home schoolers deserve a tax break",91668,unrelated
"Prostituion is safer when it's legal",90268,unrelated
"Obamacare is not working",91181,discuss
"Public universities are neglecting in-state students",93973,unrelated
"Same-sex colleges are outdated",94364,unrelated
"Europe should not shun refugees",93022,unrelated
"Legislation should not protect obese",94259,discuss
"Voting should be a constitutional right",92939,unrelated
"Medicare doesn't need to be reformed",91058,unrelated
"Hamas-Fatah unity can lead to mideast peace",92965,unrelated
"Companies should be allowed to patent genes",91218,unrelated
"Charter schools are cherry-picking students",93518,unrelated
"Legislation should not protect obese",92768,unrelated
"Government should grade colleges",93943,unrelated
"Comment sections have failed",93593,unrelated
"We don't need the C.I.A.",91610,unrelated
"Supporting Israel helps",90650,unrelated
"Christians have created a harmful atmosphere for gays",93023,disagree
"Christians have created a harmful atmosphere for gays",92220,unrelated
"Modern men are manly enough",91362,unrelated
"Overcrowding is a legitimate threat",93293,unrelated
"Veganism is good for everyone",90079,agree
"Home schoolers deserve a tax break",92055,unrelated
"Supporting Israel helps",93160,unrelated
"Open office layout should be reconsidered",94420,disagree
"Companies can be trusted",90091,unrelated
"Mother Teresa should be canonized",92222,disagree
"TFA has not raised the status of teachers",93202,unrelated
"Europe should not shun refugees",94393,unrelated
"The U.S. should lift sanctions with Cuba",90611,agree
"Young people are being irresponsible by delaying the rituals of adult life",90450,discuss
"Internet gambling should be legalized",92846,agree
"TFA has not raised the status of teachers",91101,unrelated
"Government should grade colleges",90340,unrelated
"Electric cars will not succeed",90807,unrelated
"Marijuana is a gateway drug",91369,unrelated
"Veganism is good for everyone",92971,unrelated
"Comment sections have failed",92148,unrelated
"Do not stop taxing capital gains",93754,unrelated
"Olympics are more trouble",90545,unrelated
"Do not legitimize Frisbee",91139,unrelated
"Voting should be a constitutional right",93606,agree
"Modern men are manly enough",94116,unrelated
"Beachfront homes should have to open their land to the public",90727,unrelated
"No, it can't denounce",90372,unrelated
"It is fair to rate professors online",90706,unrelated
"California doesn't need high-speed rail",93791,discuss
"Obamacare is not working",91406,unrelated
"Mother Teresa should be canonized",90772,unrelated
"Marijuana is a gateway drug",94164,unrelated
"Do not stop taxing capital gains",90559,unrelated
"The new apps is a way for people to get into popular restaurants",92342,unrelated
"Fraternities and sororities should be co-ed",90622,unrelated
"Drug addicts should be forced into treatment",91607,disagree
"Vaccination should be mandatory for all children",93957,unrelated
"Comment sections have failed",92396,disagree
"It should be illegal to declaw your cat",90670,agree
"Government should not regulate airline industry again",90964,unrelated
"Obamacare is not working",92689,unrelated
"Voting should be mandatory",93034,unrelated
"Prozac just opened the flood gates to marketing",91525,unrelated
"Beachfront homes should have to open their land to the public",90994,agree
"Obamacare is not working",91190,disagree
"Felons should be allowed to vote",92065,unrelated
"Colorado didn't go too far with pot",93260,unrelated
"Greece should abandon Euro",94104,unrelated
"California doesn't need high-speed rail",92024,unrelated
"Greece will destroy the Euro Zone",91067,unrelated
"Supporting Israel helps",93375,unrelated
"Drug addicts should be forced into treatment",92911,unrelated
"Non-Muslims help women by wearing hijabs",92780,unrelated
"Drone attacks make more harm",92024,unrelated
"Police is reacting to dangers",93148,unrelated
"Overcrowding is a legitimate threat",92133,unrelated
"Court stenographers are necessary",93894,agree
"Nations should not recognize a Palestinian state",93636,unrelated
"Students should be taught cursive",93135,agree
"Jail record should be an employer's first impression",92726,unrelated
"Machines are gaining the upper hand on humans",93503,discuss
"Dual citizenship should be allowed",92333,unrelated
"Christians have created a harmful atmosphere for gays",92031,unrelated
"Royal Couple could be a modern family",90520,unrelated
"Royal Couple could be a modern family",91397,unrelated
"Supporting Israel helps",92756,unrelated
"The new apps is a way for people to get into popular restaurants",93940,unrelated
"College should be free",90326,unrelated
"Wal-Mart can make us healthier",93453,unrelated
"Voting should be mandatory",90216,unrelated
"Machines are gaining the upper hand on humans",91324,unrelated
"Extreme parenting is counterproductive",92533,unrelated
"Felons should be allowed to vote",93319,unrelated
"California doesn't need high-speed rail",93806,agree
"Home-schoolers should not play for high school teams",90807,discuss
"Women should delay motherhood",92018,discuss
"The bar is not too low to get into law school",90395,unrelated
"Marijuana is a gateway drug",90723,unrelated
"Queen Elizabeth II should not step down",92475,discuss
"No, the laws should not be toughened",90139,unrelated
"Parents' religious beliefs should allow them to refuse medical care for their children",94207,unrelated
"Online classes are not the best way to teach",92003,agree
"Home-schoolers should not play for high school teams",90794,disagree
"Medicare doesn't need to be reformed",90524,unrelated
"Electric cars will not succeed",92515,unrelated
"Supporting Israel helps",90947,unrelated
"Greece will destroy the Euro Zone",94038,unrelated
"Modern men are manly enough",92446,unrelated
"Greece should abandon Euro",91553,disagree
"Online classes are not the best way to teach",90230,unrelated
"Farm subsidies do not protect national security",93436,unrelated
"Young people are being irresponsible by delaying the rituals of adult life",94007,unrelated
"Prostituion is safer when it's legal",94111,unrelated
"People are getting dumber",90003,unrelated
"Felons should be allowed to vote",91634,unrelated
"Public universities are neglecting in-state students",91721,unrelated
"Electric cars will not succeed",90005,unrelated
"Wal-Mart can make us healthier",91255,unrelated
"America's fears are legitimate",93635,unrelated
"No, it can't denounce",91503,unrelated
"Amazon will kill off publishers",91074,unrelated
"Wal-Mart can make us healthier",91579,agree
"Royal Couple could be a modern family",90366,unrelated
"It is fair to rate professors online",90091,unrelated
"Christians have created a harmful atmosphere for gays",90462,unrelated
"Comment sections have failed",90837,unrelated
"Same-sex colleges are outdated",91747,unrelated
"California doesn't need high-speed rail",90543,unrelated
"Overcrowding is a legitimate threat",91373,agree
"Home schoolers deserve a tax break",92886,unrelated
"Police is reacting to dangers",92012,unrelated
"Non-Muslims help women by wearing hijabs",91778,unrelated
"Miss America is bad for women",92257,unrelated
"States do not need special schools for the deaf",93686,discuss
"Organic food is not worth the expense",91395,unrelated
"Research papers are a useful excercise for college students",93777,unrelated
"Home schoolers deserve a tax break",94390,disagree
"Charter schools are cherry-picking students",93680,agree
"Affirmative actions should be based on income",90528,discuss
"Home-schoolers should not play for high school teams",90813,agree
"Economists are not overrated",91660,unrelated
"We don't need FEMA",90878,unrelated
"Home-schoolers should not play for high school teams",92801,unrelated
"We should disband NATO",93579,unrelated
"Farms could survive without illegal labor",91986,unrelated
"Parents' religious beliefs should allow them to refuse medical care for their children",93855,disagree
"Royal Couple could be a modern family",94189,unrelated
"The U.S. Embassy should be moved from Tel Aviv to Jerusalem",91972,agree
"Wal-Mart can make us healthier",90017,unrelated
"Voting should be mandatory",90103,unrelated
"Europe should not shun refugees",92116,discuss
"Public universities are neglecting in-state students",92417,unrelated
"Public universities are neglecting in-state students",90105,unrelated
"Internet addiction is a concern for teenagers",94439,agree
"Obamacare is not working",90922,unrelated
"Government should not regulate airline industry again",91502,disagree
"Marijuana is a gateway drug",91445,unrelated
"Legislation should not protect obese",94251,agree
"Christians have created a harmful atmosphere for gays",92557,unrelated
"School librarians are expendable",90201,unrelated
"States do not need special schools for the deaf",93690,discuss
"Farm subsidies do not protect national security",92943,unrelated
"Comment sections have failed",91756,unrelated
"We don't need libraries",94069,unrelated
"The U.S. should not work with Assad to fight ISIS",90710,unrelated
"We don't need libraries",91468,unrelated
"Obamacare is not sustainable",90301,unrelated
"Extreme parenting is counterproductive",91570,unrelated
"Prostituion is safer when it's legal",90096,unrelated
"Queen Elizabeth II should not step down",93752,unrelated
"Modern men are manly enough",91030,agree
"Government should not regulate airline industry again",91490,disagree
"Pollings do no undermine democracy",92622,unrelated
"We don't need the C.I.A.",90569,disagree
"College should be free",93173,unrelated
"Vaccination should be mandatory for all children",91230,discuss
"Prozac just opened the flood gates to marketing",93208,unrelated
"Court stenographers are necessary",92613,unrelated
"Russia can be a partner",90631,unrelated
"Modern men are manly enough",93265,unrelated
"Farm subsidies do not protect national security",91619,unrelated
"Comment sections have failed",93125,unrelated
"Voting should be mandatory",93558,unrelated
"Prostituion is safer when it's legal",93943,unrelated
"Prostituion is safer when it's legal",90549,unrelated
"Women should delay motherhood",92032,disagree
"Home schoolers deserve a tax break",90751,unrelated
"Schoold day should be longer",93482,disagree
"Wal-Mart can make us healthier",91852,unrelated
"Marijuana is a gateway drug",94200,unrelated
"New York's bike lanes are not working",90491,agree
"Police officers should be required to wear cameras",91820,unrelated
"Obamacare is not working",91570,unrelated
"It should be illegal to declaw your cat",90417,unrelated
"Christians have created a harmful atmosphere for gays",90633,unrelated
"Rim should be raised",93968,discuss
"Charter schools are cherry-picking students",93013,unrelated
"Abolish Birthright Citizenship",90340,unrelated
"Comment sections have failed",93778,unrelated
"Europe should not shun refugees",90317,unrelated
"Electric cars will not succeed",93320,disagree
"Beachfront homes should have to open their land to the public",93929,unrelated
"Nations should not recognize a Palestinian state",92548,unrelated
"Young people are being irresponsible by delaying the rituals of adult life",91189,unrelated
"Queen Elizabeth II should not step down",90158,unrelated
"We do not need more advice about eating well",91055,discuss
"Speech can be limited for public workers",90055,unrelated
"Police is reacting to dangers",93768,disagree
"Kurds are allies in SyriaAllies",92760,disagree
"Obamacare is not sustainable",91992,unrelated
"Home schoolers deserve a tax break",91900,unrelated
"Electric cars will not succeed",93327,disagree
"It should be illegal to declaw your cat",91937,unrelated
"Royal Couple could be a modern family",90137,discuss
"Supporting Israel helps",93538,unrelated
"Supreme court is not too powerful",90012,unrelated
"The bar is not too low to get into law school",90930,unrelated
"Farms could survive without illegal labor",94228,unrelated
"Keep selling arms to Taiwan",92823,unrelated
"Casinos are not too much of a gamble",90549,unrelated
"Europe should not shun refugees",91825,unrelated
"Modern men are manly enough",94239,unrelated
"Extreme parenting is counterproductive",91926,discuss
"Economists are not overrated",91538,unrelated
"Border is not secure enough",91094,unrelated
"Veganism is good for everyone",90098,disagree
"Tenure protects bad teachers",92683,agree
"Electric cars will not succeed",91479,unrelated
"Companies should be allowed to patent genes",90734,disagree
"Medicare doesn't need to be reformed",94183,unrelated
"Supporting Israel helps",92127,unrelated
"Nations should not recognize a Palestinian state",91372,unrelated
"Affirmative actions should be based on income",90895,unrelated
"State citizenship is not the answer to immigration reform",90003,agree
"Felons should be allowed to vote",92073,unrelated
"Companies can excel without making workers miserable",91716,disagree
"Beachfront homes should have to open their land to the public",92447,unrelated
"Home schoolers deserve a tax break",90616,unrelated
"Amazon will kill off publishers",90975,unrelated
"Salt should have a place at the table",93347,unrelated
"School librarians are expendable",90259,unrelated
"Electric cars will not succeed",92798,unrelated
"Veganism is good for everyone",94247,unrelated
"The U.S. should lift sanctions with Cuba",90269,unrelated
"Miss America is bad for women",92158,unrelated
"Supporting Israel helps",90778,unrelated
"Students should be taught cursive",90830,unrelated
"Christians have created a harmful atmosphere for gays",91565,unrelated
"Rich politicans are less corruptible",92510,unrelated
"Guns should be permitted on college campuses",93629,discuss
"No, it can't be used for fighting deseases",93545,unrelated
"Marijuana is a gateway drug",92760,unrelated
"It is fair to rate professors online",93619,unrelated
"The threat has been exaggerated",92965,discuss
"Russia can be a partner",93882,agree
"Prostituion is safer when it's legal",94394,unrelated
"We don't need to hear from candidate's spouse",90917,unrelated
"Electric cars will not succeed",94126,unrelated
"Companies can excel without making workers miserable",93421,unrelated
"Casinos are not too much of a gamble",91176,unrelated
"Marijuana is a gateway drug",91845,unrelated
"No, it can't denounce",93261,unrelated
"Fraternities and sororities should be co-ed",90087,unrelated
"Colleges do not need humanities programs",91044,unrelated
"Foreign language classes should be mandatory in college",93253,unrelated
"Supporting Israel helps",90136,unrelated
"Farm subsidies do not protect national security",90670,unrelated
"Marijuana is a gateway drug",94124,unrelated
"Guns should be permitted on college campuses",93015,unrelated
"Parents' religious beliefs should allow them to refuse medical care for their children",90676,unrelated
"Farms could survive without illegal labor",93693,disagree
"It should be illegal to declaw your cat",93784,unrelated
"Nuclear power is not the answer to climate change",91217,unrelated
"We should disband NATO",91845,unrelated
"Big banks are not out of control",91133,disagree
"Parents should make vacation with kids",91066,unrelated
"Government should not regulate airline industry again",93133,unrelated
"School librarians are expendable",90875,disagree
"College free for everyone",90440,unrelated
"College free for everyone",93640,unrelated
"Comment sections have failed",93332,unrelated
"Comment sections have failed",94373,unrelated
"Iran can help the U.S. In Syria",91008,unrelated
"Jail record should be an employer's first impression",93537,unrelated
"Women should delay motherhood",93897,unrelated
"Obamacare is not sustainable",90003,unrelated
"It should be illegal to declaw your cat",94224,unrelated
"No, it can't denounce",92639,disagree
"Streaming is good for musicians",92982,disagree
"Greece should abandon Euro",93076,unrelated
"Obamacare is not sustainable",92573,unrelated
"Christians have created a harmful atmosphere for gays",93107,discuss
"The new apps is a way for people to get into popular restaurants",91054,unrelated
"Legislation should not protect obese",92271,unrelated
"State citizenship is not the answer to immigration reform",91435,unrelated
"Jail record should be an employer's first impression",91984,unrelated
"Wealthy colleges deserve tax breaks",92707,unrelated
"New York's bike lanes are not working",93536,unrelated
"School librarians are expendable",91497,unrelated
"No, it can't denounce",92598,disagree
"Speech can be limited for public workers",90906,agree
"Parents should help their children with homework",94419,unrelated
"Overcrowded national parks should have restricted access",92531,disagree
"Wealthy colleges deserve tax breaks",93357,unrelated
"No, it can't denounce",92547,agree
"Supporting Israel helps",93814,unrelated
"Farms could survive without illegal labor",93695,discuss
"Obamacare is not sustainable",93414,unrelated
"Sport leagues should enjoy nonprofit status",93610,disagree
"Farms could survive without illegal labor",90203,unrelated
"Companies should be allowed to patent genes",90738,disagree
"Prostituion is safer when it's legal",90831,discuss
"Parents' religious beliefs should allow them to refuse medical care for their children",93303,unrelated
"Casinos are not too much of a gamble",90391,unrelated
"Medical websites are dangerous",91376,unrelated
"Companies can be trusted",92934,unrelated
"It should be illegal to declaw your cat",92693,unrelated
"Christians have created a harmful atmosphere for gays",93034,agree
"Young people are being irresponsible by delaying the rituals of adult life",92732,unrelated
"Europe should not shun refugees",92099,disagree
"Comment sections have failed",92331,discuss
"Same-sex colleges are outdated",93243,unrelated
"Not to tip",91950,unrelated
"It should be illegal to declaw your cat",90681,agree
"We don't need the C.I.A.",94287,unrelated
"TFA has not raised the status of teachers",93587,unrelated
"Abolish Birthright Citizenship",93129,unrelated
"Obamacare is not working",91191,discuss
"Overcrowding is a legitimate threat",90887,unrelated
"Christians have created a harmful atmosphere for gays",93087,discuss
"Same-sex colleges are outdated",90224,discuss
"Women should be encouraged to have kids at home",90051,unrelated
"Felons should be allowed to vote",93846,unrelated
"States do not need special schools for the deaf",94016,unrelated
"Legislation should not protect obese",94241,agree
"Research papers are a useful excercise for college students",91976,unrelated
"Turkey belongs to NATO",92486,unrelated
"Non-Muslims help women by wearing hijabs",92164,disagree
"Privatization is a bad deal for cities and states",91223,unrelated
"No, it can't denounce",90855,unrelated
"No, it can't denounce",93691,unrelated
