Body ID,articleBody
92526,"Just what we need in this country, more recreation areas for the rich. Let's make sure the fees are raised enough to keep out the riff raff. Then we can put in an airport for the private planes of the rich. Hey, how about a Trump Tower in Yosemite? I'm sure Donald would go for it."
92527,"Reed Watson is too narrowly focused on money, money, money -- not surprising since he works for an organization funded by the Koch brothers. Consider alternatives. Garrett Hardin, famous for writing 'The Tragedy of the Commons' in 1968, once proposed fitness as a criterion for allocating access to scarce wilderness areas -- recognizing that he would fail his own test. Fitness has a range of meanings (other than financial fitness) and should be explored."
92528,"Seems reasonable but with a reduction in fee through a means test. And how about a CCC for appropriate deferred maintenance projects. And then how about a bigger budget from the increased tax revenues we will have from anticipated amendments to the Code."
92529,"An absolutely terrible idea. Wallace Stegner called them our best idea in that they are completely democratic, everybody can go. They should charge minimal entrance fees and the federal government should pony up the rest as it is only a tiny amount of the budget. Preservation isn't free. Give me a break."
92530,"Wrong, very wrong. What is needed is not higher fees, resulting in elitist parks, but increases in budgets to properly care for our parks. Like everything else the Republican Congress continues to shortchange our parks in order to fund fighter plane costing a billion dollars, Imagine what Yosemite National Park could do if the cost of one fighter was given to it."
92531,"Absolutely not. Increasing fees is the opposite of what we should be doing. The parks need more funding from the Federal budget. Which means we need to get those GOP members out of the House & Senate, since they only support billionaire tax breaks, evidently. We need MORE PARKS. And they should all be FREE. They are our - the American people's - great patrimony."
92532,"I support increased entry fees for the most popular parks. But make sure the additional funds raised are used to pay only for expenses for the National Parks system and do not reduce current funding levels for National Parks. The funds raised should stay in the National Parks system."
92533,"The late Edward Abbey had a novel idea: allow anyone into a national park if travelling under their own steam -- walking, biking, skiing, etc. After all, getting out of the car is the best way to enjoy nature. As for the understandable complaints about children and the elderly not being able to travel in our parks under such a rule, Abbey replied that the kids will have their chances later (and we'll have preserved the parks for them), and the elderly had their chances when younger."
92534,"I live within 35 miles of Yosemite, and prior to retiring here operated a small tour company that provided visits for elderly groups by bus every year. Yes, Yosemite is overcrowded but there has been a steady decline in the number of private tours such as mine. Reason? The Park system restrictions on private motorcoach travel making it difficult for the elderly and the very young to experience the great outdoors. It doesn't make any sense at all, as motorcoach travel is beneficial in reducing the numbers of private cars"
92535,"Restricting access is essential since the world population has exploded and the a significant fraction of the National Park visitors are foreigners. The last time I hiked to the top of Half Dome in 2006, it was an awful experience with people falling over each other like in a shopping mall. Same with the hike to Cloud's Rest. I'm glad they introduced the lottery system for Half Dome. If folks really care about spending time in these precious places, they should have to make the early reservations for the most crowded places. I know we live in an instant gratification society, but we got to draw the line somewhere. In any case, there are several excellent Parks where once can go find camping spots on a first-come basis."
92536,"I love national parks. Growing up in India, unspoiled green spaces were really foreign, and National Parks are America's best idea for generations to come. I visit Mt Ranier National Park several times as it is almost in my backyard. I am struck by the damage that visitors can inflict on the fragile wild flower meadows in their eagerness and zeal to enjoy the beauty. While better funding and visitor resources such as mass transportation could help, something we can all do is volunteer at a NP for a few days a year. This will go a long way in relieving the already stretched NP resources and the benefit to the volunteer citizen is priceless. Picking up trash, pulling weeks, cataloging wildflowers, roving the meadows helping visitors, etc. can help give back to our country's best idea and recharge our batteries all in one act!!"
92537,"Don't limit people access, limit vehicle access. When I first visited YNP in 1973, the eastern third of the valley was closed to cars and serviced only by the propane powered buses. I remember riding on the roof of the bus in total awe, cruising along quiet roads, getting off at Happy Isles and heading off to Vernal Falls. On a recent summer visits in 2011 and 2014, those same roads have become linear parking lots, with rangers and summer employees working as high-paid parking lot attendants. In other NPs I have seem campgrounds filled up with more or less giant RVs, some running generators in the evening. Zion has set a reasonably good example that could be followed in Yosemite, Bryce, Acadia, and many others. Parks should be for people, not people in vehicles."
92538,"There's no question that racism and discrimination are alive and well in the United States. But it's curious see reverse racism. 'As a culture we do or don't do certain things, because it's not our heritage.' You're a human being, get out and do good human being things not defined by stereotypes, unselfconsciously. Or in some cases, consciously. One of the great curses of the world is tribalism, on all scales."
92539,"Some people are so hung up on one issue that it sneaks its way into any comment in which they become involved. There is no indication of race as a denominator anywhere in the general question asked, so how did get in here?"
92540,"How about a comparison with the ultra-reactionary publicly vocal activism of Justice Scalia? If I remember correctly he often did not hold back in making clear his personal opinion on many politically contentious issues. How about some historical context on the politically relevant comments of Supreme Court justices?"
92541,"I believe that if the judiciary in 1933-34 Germany had been a little more like Justice Ginsberg that global events might have happened a little differently. Nuremberg has proven that quiet acquiescence to a lawless loudmouth is not appropriate behavior for human beings, let alone high court justices."
92542,"'Normally Supreme Court justices should refrain from commenting on partisan politics. But these are not normal times.' And who defines 'normal'? Mr. Butler? So SCOTUS justices should be respectful, impartial bystanders of presidential elections, unless Mr. Butler dislikes that candidate, or decides things aren't 'normal'. In which the SCOTUS can freely brawl in the mud like every other clownish politician. Of course, in these 'abnormal' times, should another justice lash out at Hillary, it's dollars to donuts that Mr. Butler would scream in horror at the indignation and partiality. What a funny sense of justice some people have. Speaking of normal times, the New York Times once published actual news. You know, facts backed with credible sources and evidence. But I guess these aren't normal times, opinions are much flashier and entertaining these days. I suppose Ginsberg's gaffe is a natural evolution of our classless time. And although I'm sure someone will be sorely itching to rattle off Scalia or Thomas and what they did, two wrongs don't make a right do they? The code of conduct should be applicable (and enforced) to ALL judges, including the SCOTUS. Not holding my breath though."
92543,"Bless Justice Ginsburg for speaking out! It is unprecedented and beyond brave. I am scared of Donald Trump and I am grateful for her action. It is not lost on me that all the people more powerful than me, and the ones I hoped would be the champions of people like me, are acting blind to what Donald Trump is doing or faking deaf to what he is saying. Thank you Justice Ginsburg for speaking up. Thank you Mr. Butler for your story."
92544,"Thoughts by Charlie Pierce of Esquire on RBG's comments re Trump: 'This is one of those days on which I'm glad I was raised Catholic and, therefore, was schooled in the difference between venial and mortal sin. Because anyone who thinks that RBG's honest assessment of the vulgar talking yam is on a par with A.) Antonin Scalia's hunting trips with Dick Cheney, or B.) the majority in Bush v. Gore including one justice (Scalia) whose son got a job with the administration that poppa helped install and another (Thomas) whose wife did, too, needs to seriously examine their consciences more than they did.'"
92545,"Have the Editors of the Times never seen Judgment at Nuremberg? There are times when everyone--even judges--must speak up or live with the consequences of their silence. The optics of the court must be weighed against the dystopia we risk and which the judges in the movie, and at the trials, allowed."
92546,"I have to agree with Paul Butler. Trump is a game changer, potentially an existential threat to our democracy and our very being. As he has broken all of the rules of political and social decency, the 'correct' way to respond may no longer be the smart way. Ms. Ginsberg does us a favor i think by getting us to see that yet another important and smart American sees Donald Trump as a very dangerous man."
92547,"Seriously is she prepared to go against the Donald? he has already announced she may have a mental problem. I dont think she should continue as justice if Trump gets in comments like hers would likely interfere with her ability to judge fairly, but this is just another desperate move of the Dems to try to steal the office from Trump."
92548,"Generally a judge should remain aloof and not engage in politics. But please.... Scalia went off on a number of non-judicial review opinions and nobody said boo. Thomas makes speeches that, thankfully, are not well publicized but nonetheless express his opinions. Does the issue of Justice Ginsburg's views amount to a lead editorial in the NY Times and over 472 comments? I think not. On the other hand, expressing disgust for Trump needs to be done. He is a danger to the US and the world. Don't take him lightly. Be careful. In the UK those in favor of Remaining took the Brexiters too lightly and the UK, if it even stays the UK, will regret that for many years."
92549,"The basic assumption of the editorial that suggests that Justice Bader Ginsberg needs to remain quite about Trump is that Trump is a normal candidate and these are normal times. Even with broad support of a political party, it is important, vital, moral even, for everyone to call out Trump for what he represents. He represents not democracy, but the corosion of democracy. There has never been a candidate that so clearly neither deserves to be even considered for candidacy let lone to be a candidate. He is hateful, authoritarian, and uses the most base elements of our fears and discomfort against a wall of lies. How dare YOU not call him out w/o the same level of passion and vigor? You have normalized him and that is a crime in and of itself. Where is your critical journalism?"
92550,"Has everyone forgotten Justice Alito rolling his eyes at the State of the Union address? How about the absence of the conservative wing of the Court at the State of the Union since? Cheney and Scalia hunting together? All political acts. And, to most, plainly the 2000 decision was a political one. I seem to remember that US citizens have the right to free speech. RBG is among that group; let her speak out. I don't care if the others do, as well."
92551,"Secular Germans accommodated Hitler during his rise to power by remaining silent. Several of these secular Germans were lawyers, justices and professors. Little did they know that over the course of 10 years - 1935-45, that their Jewish heritage would condemn them and their families, including children to genocide orchestrated by the man they thought would not be able to sway the German people to succeed as Chancellor of Germany. They were wrong. I think Justice Ginsburg has more historic perspective than we care to admit. I don't think, as others have confirmed, that being a Judge precludes one from abdicating one's right to vote and free speech on the candidates that stand for election. Further, if Justice Ginsburg is involved in a case that may present a conflict she would be expected to recuse herself. And that is the more reasonable assessment than the one put forward by the NYT editorial board."
92552,"Anyone who doesn't speak out regarding this clear and present danger is a coward and no patriot. It's amazing how the GOP ne' fascists want it all their way and whine, yeah verily, squeal, when the Left fails to observe the rules the Right has already trampled. It's just applying Trump-rules. Get over it."
92553,"I don't know what's better - the urgings of a Clinton-supporting academic or the braying of the Clinton-supporting Democrats in here. Who CARES what's right or appropriate - as long as your candidate gets elected! What RBG did was both unseemly and unprofessional. In making her awful statement, she crossed a bright red line for members of the Supreme Court. Whether you agree with her Democrat/Liberal point of view or not, she crossed that line and became another bleating voice in the Democrat flock. For shame, Ruth. You should be better than that!"
92554,"Though Justice Ginsburg has broken precedent with her remarks on Trump, she may be recalling a time when people failed to speak out against political leaders frighteningly similar to Trump and the dire consequences that failure lead to not only for the whole world, but most especially for her people. Though in many ways Trump is a buffoon parody of those leaders, the energies he releases and channels are frighteningly similar to the ones they exploited to work their evil. Perhaps recognizing that, she feels this is one of those moments when precedent must yield to the moral imperative to resist evil."
92555,"Ginsburg is well within etiquette..her comments go to Trumps fitness to hold office.....a matter as unlikely to be before the SCOTUS as precedent seems to suggest... she is spot on...except where she divines what her late husband might think.....Resurrection won't be on the SCOTUS calendar ether."
92556,"American citizens have been given the right to voice their opinions. Justice Ginsberg exercised her right as a private citizen. She wasn't operating in her official function. Mr. Trump has won the right to be criticized by all those who disagree with him, just as he has the right to criticize others as he clearly does. There's no news here."
92557,"The Times Editorial criticizing Justice Ginsburg couldn't be more incorrect. Anyone who doesn't speak up now should forever hold their peace if and when a fascist racist becomes President. She knows the difference between a legitimate candidate and this guy. Speak up. Everyone. Speak up, before it is too late."
92558,"Justices are usually picked because of their perceived political bias. Ginsberg's comments are refreshing in a way. She seems to be trying to end the hypocrisy whereby judges pretend they don't have a bias towards one party. If the Court behaves in a partisan manner perhaps we should have direct elections."
92559,"The argument here is that Trump is a special case because the professor dislikes Trump A LOT more than he dislikes other Republicans. This is an arbitrary standard which is an unworthy exception to the centuries old rule that judges should be non-political. A SCOTUS justice cannot be partisan and impartial at the same time. RBG should recant or resign."
92560,"First off and more importantly EVERYONE has the right to free speech. Just because she's a judge doesn't mean she can't have an opinion. She's entitled to voice her opinion as we are all no matter what our stations are in this life are. Secondly she pays taxes and the woman votes. Even the future President of the United States gets to vote for himself. LOL. Really People I think it's sad how society takes the simplest things and makes them into a major issue. I'm sure I'll be scolded for my comments too. FYI..... I'd never vote for Donald Trump either. He's a train wreck waiting to happen!!!"
92561,"In this particular case, in which the American media and most, if not all, Republicans are showing support for Mister Brand Name, I believe it takes a Supreme Court Justice to help a good half of American to listen, listen, listen to what Brand Name has been saying, and promising, for an entire year. I call this 'Condition Red.' Any decent American, in this case, a Supreme Court Justice, who is frustrated with the 'limp noodle' response to Brand Name's snake-oil method of garnishing support and votes, especially the American media, which seems to have ratings the main priority, any straight-thinking adult voter will have recognized the serious danger of a true despot getting this close to our Presidency. Things are backwards. Instead of acknowledging the farce that is Mister Brand Name, pundits, politicians, and others with eyes, ears, and voices not functioning, should be congratulating Justice Ginsberg instead of spouting rules that they, themselves, flaunt every chance they get."
92562,"Doo, why wouldn't she also speak out against Hillary when it's been just as documented or even more so, that she is a threat to the United States?. Because it's just an opinion and everyone has one of those. The main threat as I see it is continuing as though everything is ok with the current path we are on. Sad"
92563,"I agree with everything you've said. And I have to think that RBG is signaling to her fellow justices as well. Alito, Roberts and Loony-bird Thomas will know that they cannot pretend Trump is a conventional candidate in the hope of reinforcing their radical conservative putsch."
92564,"I run this through my own filter, as we have similar backgound, RBG and I. As a jewish person of a certain age and political heritage we have had it pounded into our psyche that to be silent in the time of tyrants is to be damned to be the fool and to have abrogated a responsibility we have to all humanity. I have often thought of moving to New Zealand....and Trump makes me yearn for the years i looked in NZ when Bush won, except this is much worse. New Zealand has nice weather. I only wish Hawaii would leave the union, perfect place to be an ex american. Long live RBG."
92565,"Regarding my last comment, I meant, a further (not certain) term (at least Obama has stayed on the straight and narrow, whereas Hillary's issue recently with the e-mails and servers hardly speaks well for her judgment). As for Ruth Ginsburg: she is a judge, a very important one. She needs to stay out of parlous political debates yet she waded in with two feet. It's not right and she needs IMO to make a statement withdrawing what she said."
92566,"Apparently, everyone needs to see the film Judgment at Nuremberg, based on transcripts of those trials. It is about the trial of a judge and three lawyers who, by either turning a blind eye (the judge) or actively participating with the National Socialists (the lawyers), helped facilitate the legal apparatus of Hitler's Reich. Simply YouTube the judge's (played by Burt Lancaster) astounding speech toward the latter part of the film and you will see that he laments NOT having spoken out when he could sense where things were going. Yes, it is a MOVIE. But it is based on fact - and deals with the rise of the most dangerous demagogue in history (Hitler), for which Trump's rise is an increasingly eerie parallel."
92567,"why are we having this discussion . Americans shouldn't be criticizing Justice Ginznerg about anything she says or thinks . All true thinking and caring Americans should feel insulted that she should be placed in this position . What Americans need to be concerned about is that fake and stupid gop presumptive nominee maybe will be our president ! That is the real problem . What a nightmare we have placed ourselves in . When will real truth justice and American way be ours again ? I want justice Ginzberg to speak the truth any time she wants . And that other one who will not be named should just go away ."
92568,"What a joke: he is criticized for questioning a judge's possible bias, and then she discloses she really is biased? Obviously Judges are biased (and many times crooked also). She is living proof! A Judge is not supposed to have a bias, and should be neutral. Pols are expected to be biased. She should resign or be impeached. She doesn't get it."
92569,"Justices have free speech but it not part of their job to say political views when their primary job is to enforce the law as it is written or nullify a law which in its time may have been just but it is not now. THATS IT! No politics are allowed otherwise you open the door to a political discussion from ALL the justices and you know as well as I that Political opinions are not part of the Justices area of responsibility."
92570,"Wow. So at the same time as Hillary, Bill, the president, the DOJ, and the FBI are all colluding to prevent justice from happening, and they're not even bothering to hide it - just plain big ol' middle finger to justice, RBG is whining that someone who doesn't share her liberal religious beliefs might threaten justice. Nice."
92571,"When CBS called Florida for Gore in November 2000, didn't Sandra Day O'Connor famously declare that she'd retire from the court if he won? And then not only did SCOTUS take the absurd Bush v. Gore case, O'Connor did not recuse herself from it. Whatever protocol Ruth Bader Ginsburg may (or may not) have broken, doesn't hold a candle to this."
92572,"I don't have a problem with a SCOTUS justice opining on Trump or anything that isn't before the court. What does bother me is that Justice Ginsburg sounded like someone who has made up her mind to retire. If so, she should have done so before the GOP Senate slammed the door on consideration of any nominees. If Trump should somehow win, she might as well be in New Zealand."
92573,"This is hilarious. All this high minded, theoretical pie in the sky. A Supreme Court Justice has the same free speech rights as anyone doing this discussion. Whose rules forbid it? Who enforces it? What would it take, and how long to impeach a Justice? The court is so political It could not happen. Look at Scalia, and pretend he didn't have a conflict with his hunting buddy, Cheney, and the Paladin type hunting club? Thomas has been involved with some obvious political pushes thru his wife. No conflict? Roberts and Alitho flat out lied in their pre-vote interviews. Stare-Decesious? Position on the constitution and abortion? They followed the GOP talking points to get around the objections. I know these pointy headed commentators, and lawyers, will disagree, but ask a hundred people on the street. You are discussing the number of angels dancing on a pin head, making about as much sense."
92574,"In 1916, Associate Justice Charles Evans Hughes was the Republican nominee to face Woodrow Wilson. Hughes left the Court to pursue his candidacy, losing, when, by 3000 votes, California picked Wilson. Hughes then became Sec of State under Harding and later was appointed as Chief Justice by Herbert Hoover."
92575,"I was always led to believe women did not have balls! Well RBG certainly proves them wrong. She has a perfect right to say what she thinks, being in Government does not mean loosing your rights. Mr Trump is a demagogue and an semi iliterate bully, she did the right thing."
92576,"I think this is a brilliant essay on the validity of RBG's comments about Trump. To paraphrase Mr. Butler and conflate with a familiar quote: 'If not Trump, who? And if not now, when?' There comes a point where decorum, protocol, and tradition have to get left at the curbside of history--if we're going to make any of our own, or have one to talk about in the future. That's what Ginsburg is saying, and that's what Mr. Butler has so eloquently defended."
92577,"How short is our memory? Some of us still ask where were the judges in 1930s Europe when they might have made a difference shaping our sad history. Judge Ginsburg has not forgotten. Everyone, her included, has the responsibility to remind us of a danger."
92578,"There seems to be a lot of confusion in the comments about when a Justice recuses themselves. Please correct me if I'm wrong, but a personally held opinion, even a public statement may not be grounds to recuse oneself. And a Justice only rescues when they are working on a decision that directly involves the subject. In this case Donald Trump. So apparently many of the commenters assume if Donald Trump is elected he will be involved in some breach of law that requires a decision by the SCOTUS? And honestly, Donald Trump has a history of frivolous lawsuits and ridiculous behavior in court. Do you think there are many judges that support this buffoon?"
92579,"It is historical ignorance to believe that the Supreme Court Justices don't have a voice political or social. Any one recall John Marshall; Taney; or more recently Scalia?? --Scalia was a very political Supreme--- Bader-Ginsburg is lite to her former colleagues, and I am convinced that the animus focused on her is because --gasp-- she is a woman. ....."
92580,"At the very least, it is extremely tacky for a person in her position to comment on her political preferences in an election year. It is the kind of tacky one sees in their grandma, when her thinking begins to fog and her offspring decide it's time to take away the car keys."
92581,"The all time leader in inappropriate remarks, Donald the Obtuse, has criticized Justice Ginsberg? Now that's clearly not right. She absolutely has free speech rights and like any member of the Supreme Court, her thoughts are important on many levels."
92582,"If Trump managed to become President, it will be the fault of everyone who did not speak out - including supposedly people are supposed to remain neutral - like journalists, judges, foreign leaders, even the Pope or the Dalai Lama."
92583,"Trump's candidacy is an incontrovertible sign that the GOP Is in a deep state of dysfunction and disarray. His statements clearly lead to one conclusion: He is a dangerous demagogue in the mold of a McCarthy or a Huey Long. Electing him would endanger our system and open us up an American Putsch. She is entirely right to be alarmed. Anyone with an ounce of sense already is."
92584,"It is totally inappropriate for her to comment. It is typical of the left to accept the contravention of norms only when it serves their purposes. Its very clear that the true threat to the rule of law comes from Clinton, not trump. If BG is going to rail against something she should be railing against the above the law abuse of power by the IRS, Clinton and Holders DOJ. Blatant politicization of important institutions which are designed to be apolitical. Thats a threat to our system, not a potential one term president. And by the way, no one has done more to circumvent the law of the people and flout the constitution than our current president."
92585,"The idea of Trump becoming president of the United States is wrong on so many levels that it's impossible to fit it all in a comment. If Scalia or Thomas had made critical political remarks, it would have been treated with a wink and a smile, but OMG a Justice on the Supreme Court who happens to be a woman! They are going to milk that for all it's worth and then some."
92586,"If a sitting justice spoke out in similar terms about the lies of Hillary Clinton, and the danger her election would pose to the rule of law due to her actions, attitudes and obfuscations, this author and many commenters would be howling in outrage. For a justice to make such partisan remarks is unwise and unseemly. If somehow Mr. Trump were to actually make it to the White House, any issue about his actions or presidency coming before the court would, ethically, demand that Justice Ginsburg recuse herself."
92587,"Justice Ginsburg does have first amendment rights. And she is right as right can be. I hope to hear from more and more people with intelligence, foresight and the will to speak truth. The majority cannot be silent. The cost would be too great."
92588,"If only judges in the 1930s had loudly spoken out against fascist politicians and leaders. Now, in the 21st century, when the rule of law itself is under attack, it is their ethical duty to do so. And shame on Professor Gillers, whom I normally hold in high regard."
92589,"Although this distinguished writer is passionate and not necessarily factually wrong, commenting should be a privilege (commenting on elections, public policy, etc) that all federally elected justices give up when accepting a lifetime appointment to the bench. I thoroughly respect Justice Ginsburg for her views and for her lifetime service, but she is not correct here to insert herself into the election. And if Trump were to reply, that too would be wrong--though he most certainly will defend himself. The point of a lifetime appointment is to shield oneself from the political whims of the day and be above the fray (except in opinions, written from a legal basis and not a popular sentiment), and by now commenting, Justice Ginsburg has blown it."
92590,"When I first read Justice Ginsberg's comments earlier today, I was initially surprised that a sitting supreme court justice would give her opinion on a presidential candidate. After reflecting on Justice Ginsberg's comments for a few hours, however, I not only fully agree with them but also think that it is her duty to make her thoughts known to the American people."
92591,"It's sad to me that the most common defense of her statements appears to me to be, 'conservative justices have done it too.' Leaving aside whether that is an accurate assessment, the fact is that Justice Ginsburg had an opportunity to set an example of respecting the wall between the judiciary and partisan politics. She chose to further dismantle it."
92592,"Having a viewpoint on a person's candidacy is not necessarily a problem. if a case arises out of the election, she is expected to set those opinions aside to evaluate the law and facts. Justices Scalia and Thomas famously had direct and close ties to the Bush campaign. They deemed the ties to not be problematic in Bush v. Gore. Did anyone really wonder if those Justices supported Bush or Gore (or McCain, or Romney...)? In matters other than elections, Justices certainly and routinely have opinions on matters before a case arises before the court -- for example, many of the justices have written memos or articles or even represented clients on subjects such as affirmative action, or the requisite amount of deference to give an agency."
92593,"Dangerous times call for extraordinary measures. We are at a place in our history where we may elect a man who will do his best to end this great democratic experiment and try to impose a tyranny like the dictators whose virtues he frequent extols and whose methods he clearly admires. Justice Ginsberg is a true patriot who well understands the perils of remaining silent. The other Justices could only enhance their stature and that of the Court by following suit."
92594,"Trump is horrible. Dog help us all if he is elected. But Bader is a judge and is expected to maintain at least a facade of impartiality. There are more than enough sane voices speaking up against Trump. There was no need for her to add hers and compromise the integrity of her office. Trump is wrong on so many levels it's difficult to comprehend. But Bader was also wrong to speak her mind on the subject while she is still a seated judge. As any mother will tell a six year old who is attempting to excuse her own wrong doing by insisting that all the other children did the same 'two wrongs don't make a right.'"
92595,"Justices are asked questions all the time about cases that may come before the Supreme Court. That is where they have to refrain from issuing opinions prior to testimony. Unless someone is planning to take the Republican Party to Court to prevent them from naming Trump as their candidate for president, there is no reason why Justice Ginsburg should not be able to give her opinion. She can always recuse herself should the case actually materialize, but, I doubt very much that 4 members of the court would ever vote to hear whether or not the Emperor really has New Clothes."
92596,"I find it interesting that the question is asked about Ginsberg's comment about Donald Trump, when the thrust of the article and her comments was about the Senate slacking its duty in not holding hearings for President Obama's eminently qualified candidate for the Supreme Court. These much more important comments have been lost in the constant entertainment that Trump seems to provide."
92597,"Does anyone remember Supreme Court Justice told a President during the State of the Union Address that he was lying? 'In his 2010 State of the Union, President Barack Obama criticized the Supreme Court's Citizens United decision. 'With all due deference to separation of powers, last week the Supreme Court reversed a century of law that I believe will open the floodgates for special interests - including foreign corporations - to spend without limit in our elections. I don't think American elections should be bankrolled by America's most powerful interests, or worse, by foreign entities,' Obama said. When the cameras panned over the Supreme Court justices sitting in the front row, Justice Samuel Alito was caught on film shaking his head and mouthing the words 'not true.' '"
92598,"Few here seem to realize the one belief all Federal Judges share: The rule of law is first and foremost a tool to serve business. It's part of the reason the Justices often get on so well personally. The letter of the law did not radically change concerning same sex marriage, but the attitudes of the great majority of the citizenry did and doing business became more difficult for companies doing business in states that stubbornly held on to the last century's prejudices. So the Supreme Court had a eureka moment and ruled gay people had the same rights as the rest of the American People. Donald Trump has famously promised, if elected, to use the power of the Oval Office to drag his enemies through the courts. How is that arbitrary application of power to be seen as anything but a descent into corruption and an end to rule of law and the beginning of the rule of tyrants? Do we really want to have to pay off every government official to sell shoes, bake donuts or build cars? Justice Ginsburg does not want that kind of nation, and for one, I'm glad she said so."
92599,"In the Canadian legal system - and I suspect the American one is the same - a reasonable apprehension of bias is considered to be as pernicious as an actual bias. Indeed, the test has always been whether a party can establish the former, and not the latter. While few are so naive as to think that justices have no views, it is incomprehensible to me that a justice would enter the fray this way. It is unhelpful generally, and it is detrimental to the Court. It is unhelpful in that I doubt those who lean toward Mr. Trump place much weight on Judge Ginsburg's views to begin with - so she is unlikely to change anyone's mind (especially considering the widely-held anti-elites sentiment that has become so prominent this year). And it is detrimental to a Court that has struggled so much in recent years to combat the view that the Court is every bit as entrenched and political as the rest of the political system is. Judge Ginsburg has given 40-50% of the people every reason to write her off, which ultimately just hurts the institution."
92600,"Yes RBG has every right to comment on a candidate like the real estate guy. He is a joke who would do great harm to our country and the world. We have no idea what his policies would be because he has yet to tell anyone. He talks about building a wall and making Mexico pay for it and banning Muslims from the US and criticizes a judge because he is of Mexican heritage so the judge cannot be fair to him. In Paul Ryans own words that's 'the classic definition of racism.' So yes by all means RBG and everyone else should hammer this lunatic for the good of the country."
92601,"It is not surprising that the author is ok with being ok with bias judges when the bias is toward his cause. Surprisingly this is the same guy who got upset when Mr. Trump rightfully pointed out that a judge who is a member of La Raza should be recused. The author likes to call Mr. Trump fascist, among other things, but seems to have no problem with the racist currently ruining the country. If the Supreme court judges have to sit quietly during state of the union speeches than she should shut up now. All she has done was show her bias. Thankfully, once Mr. Trump is elected we can get judges with brains on the court."
92602,"Donald Trump has questioned whether whether Mexican-American and Muslim-American judges can be fair to him on immigration issues that disproportionately affect Mexicans and Muslims. The Mexican-America judge he referred to is a member of La Raza Attorney, an advocacy group that lobbies on behalf of illegal immigrants, the vast majority of whom are Mexicans. Justice Sotomayor recently stated, 'In judging, I further accept that our experiences as women will in some way affect our decisions.' She added that 'my experiences will affect the facts I choose to see as a judge.' And while saying she did not know exactly what difference that makes, she said 'I accept that there will be some based on my gender and my Latina heritage.' So, she agrees with Trump that a judge's ethnicity affects judicial decisions."
92603,"Ginsberg definitely has the right to speak truth. Trump is definitely a fascist and we should hear this truth spoken by many more honest folk. Some within Congress speak lies in their support of Trump so why not hear truth spoken ? One lie must be corrected here : Trump is NOT an evangelical as he and others lie about. He is a fundamentalist who thinks he only speaks truth. Clinton may have made a mistake, but Trump IS a mistake and is totally opposed to a true democracy, as are those in Congress who want rule by the NRA and not the people. WE THE PEOPLE must speak out and Ginsberg is brave for speaking truth."
92604,"I think the prospect of Trump naming her successor is probably the biggest fear she has. That is why it's so important to defeat him. Three new justices will probably be chosen in the next four years, determining the direction of the court for the next thirty years."
92605,"Scalia used to hold forth in a most partisan manner. Is this somehow different? In a perfect world, SCOTUS justices would never say a word in public about politics. But they do. And we allow it. So get over it."
92606,"Absolutely inappropriate and troubling. In the unlikely event Trump were elected President, he personally, or as chief executive of the executive department, could be plaintiff or defendant in a case before the Supreme Court. In fact, Trump might end up involved in a case before the Supreme Court even if he isn't elected. Germany under the Nazis is a pure example of the infection of a judicial system by political ideology."
92607,"She has a right to say what she thinks I suppose, but I was disappointed that she would state a desire to flee the country in the face of a Trump presidency. That doesn't show much resolve, toughness, love of country etc., god forbid he wins but we would all need to be strong lest the country devolve into what we have always feared it could whenever we hear the hate spewed by some of our fellow citizens."
92608,"If any of the dire prediction of a Trump presidency turning into a fascist dictatorship should start to occur, that is the time for the justices of the Court to speak out, in reasoned judicial opinions on actual events. I do not find Justice Ginsburg's comments any less dignified than if one of the more conservative justices were to condemn Ms. Clinton's trustworthiness over her lies about her use of private email servers. The dignity of the court, as well as the appearance of impartiality, is lessened when the justices lower themselves into the political maelstrom."
92609,"Outstanding! A major public figure has admitted a misjudgment and will adopt a wiser approach. Justice Ginsburg stated today, 'Judges should avoid commenting on a candidate for public office. In the future I will be more circumspect.' As citizens, gratitude and appreciation is in order."
92610,"For a long time, it's been a role of Supreme Court Judges to announce actions or laws unconstitutional. Although Ginsburg was not necessarily performing an action her job requires, in her experience, she knows what is unconstitutional. Trump's interest in deporting Muslims based on their religion violates Amendment I of the Constitution. Claiming that it is past her right to voice her opinion violates the same Amendment."
92611,"This uproar is very strange. In 2000, the five most conservative justices voted to, for all practical purposes, pick George W. Bush as president. Members of the court voted to create even more loopholes in our campaign finance laws than we already had. The conservatives on the court voted to weaken the Voting Rights Act. The late justice Scalia insulted all kinds of people, sometimes in the written opinions of the court.. Compared with those actions, Ginsburg's remarks are only minor symbolism. Moreover, many people have known for years that the Supreme Court justices often vote along ideological lines."
92612,"Ginsburg's statement has no bearing on the separations of powers nor upon how she will consider cases under review, so I do not think what she said was improper. I do not think that Ginsberg did anything inappropriate since she did not in anyway refer to anything that will ever come before the Supreme Court. The Court has no ability to make any judgments that have any effect upon the election of Presidents nor of who is appointed to the Court. Such a personal opinion will never affect anything that is addressed by the Court. If anything, she is stating something which the mass media is ignoring because it's so caught up in the sport of elections to do any relevant analysis of the foreseeable consequences of who ends up as the next President."
