Headline,Body ID
"Border is not secure enough",92444
"Companies can excel without making workers miserable",91714
"Veganism is good for everyone",90087
"Medicare doesn't need to be reformed",91530
"Farm subsidies do not protect national security",93910
"Home-schoolers should not play for high school teams",90796
"Iran doesn't remain a threat",91425
"Economists are not overrated",94046
"Christians have created a harmful atmosphere for gays",93631
"Germany should abandon the Euro",90523
"Colleges do not need humanities programs",94114
"Obamacare is not working",92181
"Big banks are not out of control",91115
"Privatization is a bad deal for cities and states",92252
"Pollings do no undermine democracy",91072
"Colleges do not need humanities programs",93777
"Brazil should not postpone Olympics",91553
"School librarians are expendable",90878
"Comment sections have failed",92761
"No, it can't denounce",94005
"Home schoolers deserve a tax break",94381
"Salt should have a place at the table",93079
"We should disband NATO",92798
"Queen Elizabeth II should not step down",91979
"Marijuana is a gateway drug",92096
"It is harder to be a celebrity now",91487
"Queen Elizabeth II should not step down",92458
"Supporting Israel helps",91982
"The U.S. Embassy should be moved from Tel Aviv to Jerusalem",91819
"Voting should be mandatory",90009
"Felons should be allowed to vote",93335
"High school should last six years",93171
"Not to tip",90654
"No, it can't denounce",92608
"Christians have created a harmful atmosphere for gays",94057
"We don't need the C.I.A.",90817
"The U.S. should lift sanctions with Cuba",92234
"Salt should have a place at the table",93078
"The bar is not too low to get into law school",90162
"Home schoolers deserve a tax break",93280
"Nations should not recognize a Palestinian state",94430
"Speech can be limited for public workers",90925
"Colleges do not need humanities programs",91016
"Schoold day should be longer",90969
"Prostituion is safer when it's legal",90856
"Europe should not shun refugees",91095
"No, it can't denounce",92228
"Opioid training should be mandatory",93564
"Home schoolers deserve a tax break",94069
"Prostituion is safer when it's legal",92976
"Overcrowded national parks should have restricted access",94299
"Christians have created a harmful atmosphere for gays",94278
"Rim should be raised",91244
"No, it can't denounce",90583
"Iran doesn't remain a threat",92533
"State citizenship is not the answer to immigration reform",90009
"Extreme parenting is counterproductive",90933
"Rim should be raised",91053
"Obamacare is not sustainable",91986
"Medicare doesn't need to be reformed",92426
"Non-Muslims help women by wearing hijabs",91778
"Comment sections have failed",92664
"Home schoolers deserve a tax break",91933
"Government should grade colleges",93164
"Farm subsidies do not protect national security",91272
"Christians have created a harmful atmosphere for gays",91825
"Same-sex colleges are outdated",93620
"Medicare doesn't need to be reformed",90495
"Medicare doesn't need to be reformed",94183
"Economists are not overrated",90611
"Christians have created a harmful atmosphere for gays",90149
"College should be free",90573
"Royal Couple could be a modern family",90140
"Marijuana is a gateway drug",93968
"New York's bike lanes are not working",92757
"Prostituion is safer when it's legal",94309
"Abolish Birthright Citizenship",91057
"Beachfront homes should have to open their land to the public",94338
"No, the laws should not be toughened",91357
"Schoold day should be longer",93102
"Rim should be raised",91059
"Europe should not shun refugees",94170
"We do not need more advice about eating well",94075
"Tenure protects bad teachers",93505
"New York's bike lanes are not working",92037
"Abolish Birthright Citizenship",94234
"Do not stop taxing capital gains",91240
"Companies should be allowed to patent genes",92959
"No, it can't denounce",93086
"Farm subsidies do not protect national security",90838
"It is fair to rate professors online",93369
"Christians have created a harmful atmosphere for gays",91638
"Comment sections have failed",92912
"Farms could survive without illegal labor",90021
"Keep children's books light",92533
"Supporting Israel helps",91176
"Obamacare is not working",91166
"Strictly enforcing minor violations deter more serious crime",90562
"Obamacare is not working",92042
"Germany should abandon the Euro",93931
"Foreign language classes should be mandatory in college",93956
"Queen Elizabeth II should not step down",92464
"Mother Teresa should be canonized",91441
"Medicare doesn't need to be reformed",92808
"Guns should be permitted on college campuses",91150
"Queen Elizabeth II should not step down",91685
"New York's bike lanes are not working",92643
"Happy hour should be banned",92283
"Colleges do not need humanities programs",93588
"College free for everyone",92440
"Young people are being irresponsible by delaying the rituals of adult life",92942
"College should be free",91329
"Overcrowding is a legitimate threat",92825
"Computer-generated imagery is enhancing cinema",91272
"Government should not regulate airline industry again",91504
"New York's bike lanes are not working",90463
"Marijuana is a gateway drug",92586
"Charter schools are cherry-picking students",91614
"Obamacare is not working",90971
"Felons should be allowed to vote",94223
"3-D printing will change the world",93513
"Obamacare is not working",94305
"Doping should be allowed",92728
"Rock Hall of Fame doesn't matter",91307
"Royal Couple could be a modern family",94258
"Public universities are neglecting in-state students",90896
"Vaccination should be mandatory for all children",93625
"Abolish Birthright Citizenship",92564
"Teachers do not need to have experience",92657
"Police officers should be required to wear cameras",92826
"Immigration is not really a problem",92701
"The U.S. should not work with Assad to fight ISIS",92248
"Medical websites are dangerous",90610
"Unpaid intenship exploit college students",92213
"Prostituion is safer when it's legal",90844
"Online classes are not the best way to teach",92000
"Medicare doesn't need to be reformed",91357
"College should be free",93691
"Greece should abandon Euro",94341
"Unpaid intenship exploit college students",90109
"No, it can't denounce",91045
"Companies should be allowed to patent genes",91443
"Medical websites are dangerous",92264
"Voting should be a constitutional right",91811
"Royal Couple could be a modern family",91277
"Greece will destroy the Euro Zone",91944
"Unpaid intenship exploit college students",93952
"Do not drop sports program in undergraduate schools",93616
"Obamacare is not working",91919
"Greece will destroy the Euro Zone",92123
"Parents' religious beliefs should allow them to refuse medical care for their children",93234
"The U.S. should not work with Assad to fight ISIS",92843
"We don't need libraries",91294
"Queen Elizabeth II should not step down",90345
"No, it can't denounce",91503
"The U.S. should lift sanctions with Cuba",90617
"Extreme parenting is counterproductive",90032
"The bar is not too low to get into law school",92368
"Obamacare is not sustainable",92862
"Queen Elizabeth II should not step down",93009
"Companies can be trusted",93714
"Iran doesn't remain a threat",92130
"Europe should not shun refugees",92112
"No, the laws should not be toughened",92851
"Home schoolers deserve a tax break",94405
"Greece's anti-austerity government can succeed",92493
"People are getting dumber",92722
"Not to tip",92419
"Ukraine is EU's ally",90902
"Fees are necessary",91999
"Wal-Mart can make us healthier",91584
"Vaccination should be mandatory for all children",90925
"Comment sections have failed",94323
"Guns should be permitted on college campuses",92569
"Parents should control what kids learn at school",93410
"No, the laws should not be toughened",91261
"Not to tip",92894
"Public universities are neglecting in-state students",91373
"Businesses should be allowed to have new employees sign noncompete deals",91359
"Farm subsidies do not protect national security",93283
"New York's bike lanes are not working",90512
"Research papers are a useful excercise for college students",93140
"Veganism is good for everyone",90104
"Computer-generated imagery is enhancing cinema",90407
"Parents should help their children with homework",92149
"Christians have created a harmful atmosphere for gays",92905
"Prostituion is safer when it's legal",90297
"College students' votes do matter in an election",94074
"Rim should be raised",93670
"Supporting Israel helps",90206
"State citizenship is not the answer to immigration reform",90002
"Affirmative actions should be based on income",90522
"Russia can be a partner",91186
"Extreme parenting is counterproductive",93209
"Colorado didn't go too far with pot",91163
"Nuclear power is not the answer to climate change",91471
"Globalization has not ruined street style",91955
"The Atlantic coast should be opened to drilling",93641
"Brazil should not postpone Olympics",90763
"Drone attacks make more harm",93781
"Wal-Mart can make us healthier",91055
"Technological innovation is creating better worlds",90566
"Not to tip",92866
"New York's bike lanes are not working",92941
"It is fair to rate professors online",90803
"Marijuana is a gateway drug",92425
"School librarians are expendable",94345
"Foreign language classes should be mandatory in college",92421
"We should manipulate our dreams",93830
"Organic food is not worth the expense",91609
"Comment sections have failed",93120
"Voting should be a constitutional right",91327
"All immigrants should get ID cards",92425
"Companies can be trusted",94134
"Russia can be a partner",92849
"Supporting Israel helps",90470
"California doesn't need high-speed rail",94003
"Jail record should be an employer's first impression",90068
"We do not need more advice about eating well",91044
"New York's bike lanes are not working",91319
"Young people are being irresponsible by delaying the rituals of adult life",90430
"It should be illegal to declaw your cat",90261
"Medicare doesn't need to be reformed",93026
"Home schoolers deserve a tax break",92318
"Greece will destroy the Euro Zone",90589
"Guns should be permitted on college campuses",90115
"The bar is not too low to get into law school",94247
"California doesn't need high-speed rail",93806
"People are getting dumber",90603
"People are getting dumber",93835
"Dual citizenship should be allowed",92076
"Drone attacks make more harm",93467
"Legislation should not protect obese",93760
"Kurds are allies in SyriaAllies",90387
"Teachers do not need to have experience",91389
"Rock Hall of Fame doesn't matter",90442
"Kurds are allies in SyriaAllies",92761
"Colorado didn't go too far with pot",94167
"Modern men are manly enough",90235
"Marijuana is a gateway drug",93090
"Teachers do not need to have experience",93446
"Government should grade colleges",93154
"College should be free",93926
"Parents' religious beliefs should allow them to refuse medical care for their children",91730
"Young people are being irresponsible by delaying the rituals of adult life",93299
"Immigration is not really a problem",90320
"Comment sections have failed",91951
"Pollings do no undermine democracy",91754
"Mother Teresa should be canonized",92862
"Home schoolers deserve a tax break",91833
"Medicare doesn't need to be reformed",91345
"Supporting Israel helps",90596
"Comment sections have failed",92671
"No, it can't denounce",92320
"No, it can't denounce",91714
"Guns should be permitted on college campuses",90628
"Tenure protects bad teachers",93158
"Amazon will kill off publishers",90261
"Non-Muslims help women by wearing hijabs",92195
"Home schoolers deserve a tax break",92710
"Schoold day should be longer",90695
"No, it can't denounce",90906
"Mother Teresa should be canonized",93717
"School librarians are expendable",90867
"The Atlantic coast should be opened to drilling",91499
"Young people are being irresponsible by delaying the rituals of adult life",90449
"We don't need the C.I.A.",90584
"Do not stop taxing capital gains",91851
"Turkey belongs to NATO",92635
"Rock Hall of Fame doesn't matter",93511
"College students' votes do matter in an election",94029
"Affirmative actions should be based on income",90540
"Voting should be mandatory",90774
"California doesn't need high-speed rail",91316
"It is harder to be a celebrity now",93819
"Rim should be raised",91210
"We don't need to hear from candidate's spouse",91900
"Same-sex colleges are outdated",91812
"Supporting Israel helps",93419
"School librarians are expendable",93777
"Teachers do not need to have experience",93436
"The threat has been exaggerated",91747
"Overcrowded national parks should have restricted access",91604
"The U.S. should not work with Assad to fight ISIS",91340
"Medicare doesn't need to be reformed",93499
"Government should not regulate airline industry again",94137
"Public universities are neglecting in-state students",91721
"Economists are not overrated",90723
"Speech can be limited for public workers",90913
"Home schoolers deserve a tax break",93121
"Obamacare is not sustainable",92189
"Not to tip",90456
"Women should be encouraged to have kids at home",93384
"It should be illegal to declaw your cat",92445
"Open office layout should be reconsidered",94419
"College should be free",92529
"Vaccination should be mandatory for all children",91648
"We don't need to hear from candidate's spouse",92635
"Iran can help the U.S. In Syria",93679
"We do not need professional critics",92525
"Government should grade colleges",92182
"Fraternities and sororities should be co-ed",90622
"Christians have created a harmful atmosphere for gays",92787
"New York's bike lanes are not working",90468
"No, it can't denounce",93220
"Women should delay motherhood",92008
"Farms could survive without illegal labor",93720
"Pay for teachers should be raised",93865
"Parents' religious beliefs should allow them to refuse medical care for their children",94386
"The Atlantic coast should be opened to drilling",94199
"Medical websites are dangerous",92279
"Jail record should be an employer's first impression",91728
"The U.S. should not work with Assad to fight ISIS",90419
"Big banks are not out of control",90178
"Happy hour should be banned",92102
"College students' votes do matter in an election",90311
"Police is reacting to dangers",91069
"Do not restrict use of the word 'natural' on food labels",94037
"Europe should not shun refugees",91865
"Drone attacks make more harm",93672
"No, it can't be used for fighting deseases",90410
"The new apps is a way for people to get into popular restaurants",92348
"Fraternities and sororities should be co-ed",90937
"Home-schoolers should not play for high school teams",93543
"The Atlantic coast should be opened to drilling",91104
"Colorado didn't go too far with pot",93842
"Wal-Mart can make us healthier",91578
"Electric cars will not succeed",93014
"College free for everyone",92702
"Students should live off campus",92155
"Prostituion is safer when it's legal",92065
"Companies can be trusted",93485
"Home schoolers deserve a tax break",94353
"Non-Muslims help women by wearing hijabs",94070
"It should be illegal to declaw your cat",90704
"It should be illegal to declaw your cat",90699
"Companies can be trusted",93463
"Do not stop taxing capital gains",91855
"Foreign language classes should be mandatory in college",93458
"TFA has not raised the status of teachers",92167
"Legislation should not protect obese",90361
"Home schoolers deserve a tax break",94400
"Farm subsidies do not protect national security",94025
"US should attack Syria",93714
"Women should delay motherhood",91270
"Medicare doesn't need to be reformed",91360
"Parents should control what kids learn at school",90404
"Felons should be allowed to vote",91255
"Government should grade colleges",93893
"School librarians are expendable",90513
"Not to tip",92639
"The U.S. should lift sanctions with Cuba",91699
"Guns should be permitted on college campuses",93627
"California doesn't need high-speed rail",91853
"Do not restrict use of the word 'natural' on food labels",92004
"Christians have created a harmful atmosphere for gays",90129
"The U.S. should lift sanctions with Cuba",90610
"Felons should be allowed to vote",94214
"New York's bike lanes are not working",90500
"College students' votes do matter in an election",92420
"Home schoolers deserve a tax break",94414
"Obamacare is not sustainable",91077
"Supporting Israel helps",92127
"Home schoolers deserve a tax break",91468
"Prostituion is safer when it's legal",93785
"Home schoolers deserve a tax break",91617
"Opioid training should be mandatory",92259
"New York's bike lanes are not working",90395
"Extreme parenting is counterproductive",90859
"Do not drop sports program in undergraduate schools",93511
"Home schoolers deserve a tax break",92919
"Supporting Israel helps",93532
"US should attack Syria",92970
"Voting should be a constitutional right",94348
"Supporting Israel helps",94253
"Farms could survive without illegal labor",92261
"Obamacare is not working",90417
"It should be illegal to declaw your cat",92433
"Parents' religious beliefs should allow them to refuse medical care for their children",92316
"No, it can't denounce",91166
"No, the laws should not be toughened",93612
"Unpaid intenship exploit college students",91039
"Vaccination should be mandatory for all children",94032
"College should be free",93337
"Guns should be permitted on college campuses",91281
"Colleges do not need humanities programs",93161
"Public universities are neglecting in-state students",90753
"Europe should not shun refugees",91030
"All immigrants should get ID cards",93788
"We should disband NATO",90526
"New York's bike lanes are not working",90721
"Parents should help their children with homework",90043
"Home-schoolers should not play for high school teams",90814
"Government should grade colleges",93160
"Mother Teresa should be canonized",93886
"Voting should be a constitutional right",91795
"Brazil should not postpone Olympics",91491
"Legislation should not protect obese",92156
"Public preschool is a smart investment",91083
"No, it can't denounce",92006
"It is fair to rate professors online",91168
"Immigration is not really a problem",90825
"Schoold day should be longer",93237
"Companies should be allowed to patent genes",93180
"Non-Muslims help women by wearing hijabs",92770
"Supreme court is not too powerful",92984
"Felons should be allowed to vote",93772
"Do not drop sports program in undergraduate schools",93149
"Do not stop taxing capital gains",93360
"We don't need libraries",91803
"Legislation should not protect obese",93429
"Not to tip",94364
"Obamacare is not sustainable",93917
"Europe should not shun refugees",90635
"Happy hour should be banned",94194
"Vaccination should be mandatory for all children",91254
"Not to tip",92161
"The U.S. should lift sanctions with Cuba",91464
"US should attack Syria",93407
"We don't need libraries",93852
"Drone attacks make more harm",91151
"Foreign language classes should be mandatory in college",93466
"Legislation should not protect obese",91719
"Women should delay motherhood",92028
"Nuclear power is not the answer to climate change",90919
"TFA has not raised the status of teachers",93348
"No, it can't denounce",92612
"Overcrowding is a legitimate threat",94267
"Colorado didn't go too far with pot",93043
"Not to tip",92655
"Olympics are more trouble",92250
"Extreme parenting is counterproductive",90128
"Prostituion is safer when it's legal",93977
"The U.S. should lift sanctions with Cuba",93459
"Overcrowded national parks should have restricted access",90939
"College should be free",93955
"Do not stop taxing capital gains",93986
"Government should grade colleges",93151
"Beachfront homes should have to open their land to the public",90312
"Vaccination should be mandatory for all children",91199
"Voting should be mandatory",91495
"We don't need libraries",92281
"Felons should be allowed to vote",94228
"Ruining",91399
"Christians have created a harmful atmosphere for gays",94360
"Same-sex colleges are outdated",93020
"Christians have created a harmful atmosphere for gays",93911
"Queen Elizabeth II should not step down",92639
"People are getting dumber",91337
"Let Export-Import Bank expire",93916
"Marijuana is a gateway drug",93255
"Vaccination should be mandatory for all children",92001
"We should manipulate our dreams",93832
"People are getting dumber",90233
"Companies can be trusted",90283
"Legislation should not protect obese",94262
"We do not need more advice about eating well",92862
"Public universities are neglecting in-state students",93730
"Do not stop taxing capital gains",90106
"The U.S. Embassy should be moved from Tel Aviv to Jerusalem",91846
"Europe should not shun refugees",90567
"Overcrowded national parks should have restricted access",91513
"No, it can't denounce",92560
"Farms could survive without illegal labor",93978
"The threat has been exaggerated",93543
"Reality shows are not worse than other TV",92149
"Europe should not shun refugees",91759
"Royal Couple could be a modern family",90121
"The threat has been exaggerated",92958
"Foreign language classes should be mandatory in college",93286
"States do not need special schools for the deaf",93687
"Technological innovation is creating better worlds",91952
"Pollings do no undermine democracy",91449
"Guns should be permitted on college campuses",93764
"Marijuana is a gateway drug",94326
"Streaming is good for musicians",90299
"Russia can be a partner",93483
"Immigration is not really a problem",93649
"We don't need the C.I.A.",91236
"Colleges do not need humanities programs",92362
"Nuclear power is not the answer to climate change",92908
"Companies should be allowed to patent genes",92329
"Extreme parenting is counterproductive",91898
"Strictly enforcing minor violations deter more serious crime",90096
"US should attack Syria",93202
"Comment sections have failed",93052
"Salt should have a place at the table",93849
"Same-sex colleges are outdated",92041
"Greece should abandon Euro",91554
"Comment sections have failed",92326
"The bar is not too low to get into law school",90174
"We do not need professional critics",90036
"Prozac just opened the flood gates to marketing",92506
"High school should last six years",90041
"Same-sex colleges are outdated",91642
"Marijuana is a gateway drug",91253
"Christians have created a harmful atmosphere for gays",94084
"California doesn't need high-speed rail",90599
"Internet addiction is a concern for teenagers",91408
"Obamacare is not working",91151
"Supreme court is not too powerful",94093
"We don't need the C.I.A.",90218
"Rim should be raised",93967
"No, it can't denounce",93390
"People are getting dumber",91485
"Amazon will kill off publishers",90264
"Government should not regulate airline industry again",92267
"Voting should be mandatory",93558
"Greece's anti-austerity government can succeed",90649
"Do not stop taxing capital gains",90998
"Do not stop taxing capital gains",90727
"3-D printing will change the world",91672
"Comment sections have failed",92313
"Disclousure helps hackers",91293
"Tenure protects bad teachers",93448
"Electric cars will not succeed",92144
"Affirmative actions should be based on income",90113
"Greece's anti-austerity government can succeed",92803
"Medicare doesn't need to be reformed",91328
"Medical websites are dangerous",93157
"Companies can be trusted",92987
"Comment sections have failed",90103
"Do not drop sports program in undergraduate schools",92941
"People are getting dumber",91448
"Unpaid intenship exploit college students",91777
"Rim should be raised",90511
"Dual citizenship should be allowed",90796
"We don't need to hear from candidate's spouse",90255
"Home schoolers deserve a tax break",93543
"Immigration is not really a problem",91070
"It is fair to rate professors online",92555
"TFA has not raised the status of teachers",90299
"Research papers are a useful excercise for college students",91631
"Mother Teresa should be canonized",91924
"College students' votes do matter in an election",90167
"Abolish Birthright Citizenship",93547
"Legislation should not protect obese",94273
"Colorado didn't go too far with pot",92064
"Veganism is good for everyone",93492
"Ruining",91395
"College should be free",90226
"Women should delay motherhood",92016
"Home-schoolers should not play for high school teams",92801
"Brazil should not postpone Olympics",90237
"Europe should not shun refugees",92105
"Not to tip",92852
"The U.S. should not work with Assad to fight ISIS",91242
"Overcrowding is a legitimate threat",91940
"Comment sections have failed",91639
"Do not drop sports program in undergraduate schools",92662
"Government should not regulate airline industry again",91494
"Farms could survive without illegal labor",90804
"Comment sections have failed",92368
"TFA has not raised the status of teachers",92428
"No, it can't denounce",92634
"States do not need special schools for the deaf",91446
"Machines are gaining the upper hand on humans",92557
"Modern men are manly enough",90109
"US should attack Syria",90148
"Brazil should not postpone Olympics",92150
"Keep selling arms to Taiwan",90154
"Writing can be assessed",91682
"Prozac just opened the flood gates to marketing",91191
"Dual citizenship should be allowed",91953
"Veganism is good for everyone",92305
"Marijuana is a gateway drug",90020
"No, the laws should not be toughened",92149
"Fraternities and sororities should be co-ed",92207
"Home-schoolers should not play for high school teams",91885
"Iran doesn't remain a threat",93442
"Supporting Israel helps",92598
"Unpaid intenship exploit college students",91091
"No, it can't denounce",92554
"Dual citizenship should be allowed",90879
"Companies can be trusted",92218
"Salt should have a place at the table",91425
"Public universities are neglecting in-state students",94378
"No, it can't denounce",92100
"Wal-Mart can make us healthier",90717
"No, it can't denounce",92802
"Online classes are not the best way to teach",91987
"Comment sections have failed",94098
"Christians have created a harmful atmosphere for gays",94249
"Immigration is not really a problem",91062
"Police officers should be required to wear cameras",92397
"Rich politicans are less corruptible",92204
"The Atlantic coast should be opened to drilling",93445
"Public preschool is a smart investment",91382
"Home schoolers deserve a tax break",91063
"The new apps is a way for people to get into popular restaurants",90863
"The U.S. should not work with Assad to fight ISIS",90710
"Colorado didn't go too far with pot",91611
"Turkey belongs to NATO",93096
"Fees are necessary",91941
"Guns should be permitted on college campuses",94004
"America's fears are legitimate",93912
"Jail record should be an employer's first impression",90932
"Do not stop taxing capital gains",91420
"No, it can't denounce",92228
"Electric cars will not succeed",93469
"The threat has been exaggerated",90671
"Young people are being irresponsible by delaying the rituals of adult life",91537
"Police officers should be required to wear cameras",90662
"Do not stop taxing capital gains",91839
"Women should delay motherhood",90727
"Computer-generated imagery is enhancing cinema",93129
"Comment sections have failed",90029
"Police officers should be required to wear cameras",91153
"We don't need libraries",93409
"Globalization has not ruined street style",93991
"Abolish Birthright Citizenship",90313
"Companies can be trusted",90289
"Former colonial powers should not pay reparations",94331
"New York's bike lanes are not working",90839
"Wal-Mart can make us healthier",90377
"Same-sex colleges are outdated",90225
"The threat has been exaggerated",90281
"The A.D.H.D. diagnosis is helping kids",90430
"Parents' religious beliefs should allow them to refuse medical care for their children",93856
"No, it can't denounce",91584
"Women should delay motherhood",92012
"Activists can be politicians",90894
"California doesn't need high-speed rail",92231
"Wal-Mart can make us healthier",91570
"Dual citizenship should be allowed",91122
"Obamacare is not working",91507
"Christians have created a harmful atmosphere for gays",93038
"Royal Couple could be a modern family",90143
"Former colonial powers should not pay reparations",92293
"Europe should not shun refugees",93377
"NATO should defend nonmbers",92249
"TFA has not raised the status of teachers",91058
"Casinos are not too much of a gamble",93240
"Non-Muslims help women by wearing hijabs",90077
"Jail record should be an employer's first impression",93491
"Border is not secure enough",91456
"Legislation should not protect obese",93122
"Foreign language classes should be mandatory in college",93448
"Nations should not recognize a Palestinian state",90758
"Farm subsidies do not protect national security",93897
"College should be free",92072
"Dual citizenship should be allowed",92072
"Vaccination should be mandatory for all children",91226
"Voting should be a constitutional right",94185
"Public preschool is a smart investment",92198
"Overcrowded national parks should have restricted access",93625
"Kurds are allies in SyriaAllies",92752
"No, it can't denounce",92889
"Obamacare is not sustainable",92326
"Former colonial powers should not pay reparations",92081
"Miss America is bad for women",91642
"New York's bike lanes are not working",93401
"Writing can be assessed",91227
"The U.S. should lift sanctions with Cuba",90072
"Do not stop taxing capital gains",91104
"Medical websites are dangerous",92609
"Fees are necessary",91316
"Extreme parenting is counterproductive",91570
"Home-schoolers should not play for high school teams",91752
"We do not need more advice about eating well",92471
"Not to tip",91345
"It should be illegal to declaw your cat",91142
"It is fair to rate professors online",90506
"Immigration is not really a problem",91087
"Medicare doesn't need to be reformed",91058
"Foreign language classes should be mandatory in college",93481
"Christians have created a harmful atmosphere for gays",90209
"Colorado didn't go too far with pot",92104
"Women should delay motherhood",94199
"Companies can be trusted",92634
"The threat has been exaggerated",91130
"Queen Elizabeth II should not step down",91697
"Non-Muslims help women by wearing hijabs",91061
"Brazil should not postpone Olympics",91345
"Rock Hall of Fame doesn't matter",92829
"Overcrowded national parks should have restricted access",91126
"We do not need professional critics",90032
"The U.S. should not work with Assad to fight ISIS",91362
"Do not stop taxing capital gains",93831
"Home-schoolers should not play for high school teams",93333
"Farm subsidies do not protect national security",91862
"Guns should be permitted on college campuses",90047
"Europe should not shun refugees",94434
"Immigration is not really a problem",91060
"Queen Elizabeth II should not step down",94134
"Non-Muslims help women by wearing hijabs",93171
"The U.S. should not work with Assad to fight ISIS",91361
"Iran doesn't remain a threat",92089
"We don't need libraries",91142
"School librarians are expendable",90888
"Nuclear power is not the answer to climate change",92107
"Do not stop taxing capital gains",91860
"Obamacare is not working",90271
"Parents' religious beliefs should allow them to refuse medical care for their children",92694
"We don't need to hear from candidate's spouse",94016
"Charter schools are cherry-picking students",92627
"Obamacare is not working",92286
"Felons should be allowed to vote",94194
"Home schoolers deserve a tax break",93696
"Nations should not recognize a Palestinian state",91425
"We don't need libraries",90881
"Legislation should not protect obese",91803
"Home schoolers deserve a tax break",93888
"Dual citizenship should be allowed",90133
"he U.S. should give up oversight of internet addresses",93719
"Companies can be trusted",92806
"Young people are being irresponsible by delaying the rituals of adult life",90424
"Online classes are not the best way to teach",91991
"Government should not regulate airline industry again",91316
"Immigration is not really a problem",92124
"Prostituion is safer when it's legal",92011
"College should be free",90912
"Sport leagues should enjoy nonprofit status",92750
"Comment sections have failed",93518
"US should attack Syria",90633
"Dual citizenship should be allowed",90993
"Home schoolers deserve a tax break",90019
"Comment sections have failed",93593
"No, it can't denounce",94121
"We don't need the C.I.A.",93760
"Foreign language classes should be mandatory in college",93469
"The U.S. Embassy should be moved from Tel Aviv to Jerusalem",90180
"Tennis strung is not too tight",91837
"Medicare doesn't need to be reformed",94143
"Do not stop taxing capital gains",92951
"Vaccination should be mandatory for all children",91242
"Organic food is not worth the expense",90645
"Obamacare is not working",90664
"Supporting Israel helps",93573
"Obamacare is not sustainable",92150
"College students' votes do matter in an election",90316
"Public universities are neglecting in-state students",92653
"Police is reacting to dangers",90634
"Writing can be assessed",94375
"Home schoolers deserve a tax break",94392
"Not to tip",92858
"Colleges do not need humanities programs",92403
"Beachfront homes should have to open their land to the public",90984
"Farms could survive without illegal labor",92343
"Colleges do not need humanities programs",94097
"Police officers should be required to wear cameras",91247
"Do not drop sports program in undergraduate schools",92255
"Women should delay motherhood",90242
"Happy hour should be banned",92507
"Hamas-Fatah unity can lead to mideast peace",93392
"Government should grade colleges",92220
"No, it can't denounce",92621
"Big banks are not out of control",92029
"Nations should not recognize a Palestinian state",92416
"Rich politicans are less corruptible",93016
"Affirmative actions should be based on income",90544
"The U.S. should lift sanctions with Cuba",91465
"TFA has not raised the status of teachers",94310
"Royal Couple could be a modern family",93272
"No, it can't denounce",94073
"Speech can be limited for public workers",94197
"Marijuana is a gateway drug",93456
"Obamacare is not sustainable",92042
"Companies can excel without making workers miserable",93155
"Veganism is good for everyone",93749
"Colleges do not need humanities programs",93386
"US should attack Syria",90395
"Vaccination should be mandatory for all children",92033
"Farm subsidies do not protect national security",90603
"Young people are being irresponsible by delaying the rituals of adult life",90447
"Europe should not shun refugees",92757
"People are getting dumber",91473
"Electric cars will not succeed",93183
"Home-schoolers should not play for high school teams",93987
"State citizenship is not the answer to immigration reform",90424
"Electric cars will not succeed",93307
"Parents' religious beliefs should allow them to refuse medical care for their children",93854
"Pollings do no undermine democracy",94047
"Marijuana is a gateway drug",93263
"Salt should have a place at the table",94177
"The U.S. should lift sanctions with Cuba",90618
"Rock Hall of Fame doesn't matter",93907
"No, the laws should not be toughened",94171
"Affirmative actions should be based on income",92903
"Keep selling arms to Taiwan",90350
"Rim should be raised",93250
"Supporting Israel helps",94163
"California doesn't need high-speed rail",91806
"The bar is not too low to get into law school",93494
"Do not stop taxing capital gains",90512
"Greece's anti-austerity government can succeed",94442
"No, it can't denounce",91281
"Companies can excel without making workers miserable",90776
"Casinos are not too much of a gamble",91065
"Beachfront homes should have to open their land to the public",90987
"Businesses should be allowed to have new employees sign noncompete deals",91148
"Greece should abandon Euro",91560
"No, it can't denounce",92570
"Immigration is not really a problem",91583
"Christians have created a harmful atmosphere for gays",93023
"Overcrowded national parks should have restricted access",93329
"Doping should be allowed",91835
"The Atlantic coast should be opened to drilling",93286
"Unpaid intenship exploit college students",93298
"Women should delay motherhood",90044
"The new apps is a way for people to get into popular restaurants",92354
"Ruining",91396
"Vaccination should be mandatory for all children",93240
"School librarians are expendable",90004
"We don't need to hear from candidate's spouse",94252
"Nations should not recognize a Palestinian state",92912
"No, it can't denounce",90824
"Mother Teresa should be canonized",93781
"Brazil should not postpone Olympics",90138
"The Atlantic coast should be opened to drilling",91095
"Court stenographers are necessary",94371
"Brazil should not postpone Olympics",90762
"Veganism is good for everyone",90064
"Home schoolers deserve a tax break",90616
"Reality shows are not worse than other TV",92747
"Comment sections have failed",91153
"Do not stop taxing capital gains",91506
"Online classes are not the best way to teach",91801
"Border is not secure enough",92052
"Democracies should have monarchs",93368
"People are getting dumber",93567
"Electric cars will not succeed",94126
"Overcrowded national parks should have restricted access",92537
"New York's bike lanes are not working",90180
"Police is reacting to dangers",91969
"Parents' religious beliefs should allow them to refuse medical care for their children",93868
"Guns should be permitted on college campuses",93124
"Comment sections have failed",92350
"Public universities are neglecting in-state students",90317
"Voting should be a constitutional right",94137
"Supporting Israel helps",91400
"Nations should not recognize a Palestinian state",93865
